Word,Polar
纤弱,-1
怒发冲冠,-1
喋血,-1
过意,-1
年富力强,1
肤浅,-1
教条,-1
触礁,-1
窝憋,-1
克俭,1
通融,1
貌似强大,-1
口诛笔伐,-1
不长果实,-1
报复,-1
委靡不振,-1
可观,1
无人遵守,-1
不满意,-1
本着良心的,1
坚忍,1
困局,-1
枉法,-1
学力宏赡,1
坦途,1
奴性,-1
隐隐绰绰,-1
天堂,1
可信任的,1
拐卖,-1
陡然,-1
希罕,1
安闲,1
嘘,-1
毒打,-1
事倍功半,-1
乐乐呵呵,1
提携,1
繁缛,-1
浮词,-1
油腻腻,-1
绝了,1
眼光远大,1
气乎乎,-1
滑润,1
靓妆,1
俨然,1
帮伙,-1
怫然作色,-1
匀称的,1
潺潺,1
压坏,-1
反弹,-1
纪念碑,1
封锁,-1
心直口快,1
清寒,-1
痛惜,-1
无原则,-1
变得渺茫,-1
意蕴,1
喜庆,1
毛毛躁躁,-1
名声,1
才子,1
权术,-1
面黄肌瘦,-1
各别,-1
未减轻,-1
首肯,1
使失明,-1
创设,1
名满天下,1
乐园,1
斌,1
担忧,-1
合式,1
尽责,1
生产多的,1
殷勤的,1
始终如一,1
有条有理,1
跩屁,-1
无与伦比,1
与..争辩,-1
骁健,1
机买,-1
恩人,1
污垢,-1
私货,-1
先锋,1
霸王,-1
粗中有细,1
惹是生非,-1
真实的,1
甘于,1
词藻,1
充沛,1
大灾难,-1
矜持,-1
碰击,-1
峭丽,1
白忙活儿,-1
捣蛋鬼,-1
气味相投,-1
忧闷,-1
结实粗壮,1
糟糕,-1
变幻无常的,-1
凹种,-1
企慕,1
屁用,-1
谬误,-1
残虐,-1
端雅,1
贫穷的,-1
不舒适,-1
主持,1
望眼欲穿,1
青面獠牙,-1
恺悌,1
泰山,1
粹白,1
使受严重损伤,-1
挫损,-1
崇敬,1
坏话,-1
逃避义务,-1
春牛,1
谢天谢地,1
缺少,-1
虔敬的,1
潜行,-1
扩大,1
娟娟,1
威迫,-1
落荒而逃,-1
光芒万丈,1
撕裂,-1
无趣,-1
病歪歪,-1
十室九空,-1
繁多,1
轻蔑地笑,-1
诧,-1
澄清,1
多才多艺的,1
胡思乱想,-1
明快,1
令人生厌,-1
杀害,-1
其反,-1
胡作非为,-1
犯忌,-1
伏兵,-1
笨拙的,-1
开导,1
升值,1
复仇,-1
歼灭,-1
坦荡,1
正颜厉色,-1
打劫,-1
炳耀,1
名胜,1
可作两种解释,-1
索然寡味,-1
敬爱,1
单调的,-1
隐瞒,-1
改进,1
官腔,-1
限制因素,-1
扯谎,-1
无足轻重,-1
佼佼者,1
加油添醋,-1
六亲不认,-1
一下子爆发,-1
冰雪聪明,1
逻辑,1
锐利,1
轻快地,1
绘影绘声,1
坐而论道,-1
疏忽的,-1
无志气的人,-1
怀,1
怒目,-1
高醋,1
风头,-1
争气,1
安抚,-1
准确的,1
坚决的,1
诱惑,-1
要饭,-1
很气,-1
坏的,-1
目光远大,1
有目的的,1
师德,1
骨鲠,1
悬赏,1
专横跋扈,-1
卷土重来,-1
谗佞,-1
明灿灿,1
溃退,-1
志行,1
粗疏,-1
互利,1
杂多,-1
困惑,-1
猛闯,-1
显怒容,-1
意境,1
迸发,1
留难,-1
得意,1
安安静静,1
傻呵呵,-1
风霜,-1
酥软,-1
搞了再说,-1
照直,1
虎将,1
超群绝伦,1
烦闷,-1
凿死理儿,-1
惝恍,-1
明光,1
恬美,1
怯弱,-1
可恶的,-1
充满危险的,-1
强制的,-1
无可争议,1
自由主义,1
小家伙,-1
信赏必罚,1
横逆,-1
旷荡,1
刺痛的,-1
唠唠叨叨地责备,-1
有远见,1
牟取,-1
齐全,1
失慎,-1
造就,1
罪该万死,-1
脆的,-1
屁事,-1
冤大头,-1
无准备的,-1
无华,1
偷偷地做,-1
真他妈,-1
灏,1
单寒,-1
傲气,-1
轻敌,-1
以貌取人,-1
拿大,-1
大统,1
酶烂,-1
厚颜无耻,-1
大刀阔斧,1
明眼人,1
使对抗,-1
无私,1
作贼喊捉贼,-1
无法挽回,-1
没法子,-1
更贱,-1
不长眼睛,-1
可称赞的,1
水雷,-1
抱愧,-1
粗劣的,-1
遂心,1
猛砍,-1
擦脂抹粉,-1
无髒污的,1
渺然,-1
怀恨在心,-1
葱葱,1
情投意合,1
徜徉,1
残喘,-1
穰穰,1
垂涎三尺,1
蹇,-1
碧澄,1
家给人足,1
逢迎,-1
成才,1
慎,1
狂,-1
秀外惠中,1
工巧,1
窜改,-1
烦难,-1
口臭,-1
肉,-1
坏人当道,-1
自怨自艾,-1
向隅,-1
心毒,-1
失手,-1
光彩照人,1
魂不附体,-1
茵茵,1
含情,1
凋敝,-1
重镇,1
裹尸布,-1
糖味,1
督理,1
杀人不眨眼,-1
南辕北辙,-1
舒服,1
贰心,-1
好样儿的,1
打岔,-1
前程万里,1
墩墩实实,1
秕糠,-1
人为财死，鸟为食亡,-1
苟且,-1
雅,1
诽谤罪,-1
搞这一套,-1
坏孩子,-1
恶心的,-1
大印,1
该死的,-1
沉疴,-1
称大,-1
有创造力的,1
光亮亮,1
依旧,1
畏难,-1
践诺,1
职责,1
迷,1
激进分子,-1
黑市,-1
落套,-1
糊糊涂涂,-1
杀人者,-1
勉励,1
曲折,-1
闹架,-1
溃灭,-1
反派,-1
骚扰,-1
特困,-1
不可缺,1
独有,1
骂一顿,-1
豪横,-1
协力,1
阴损,-1
骑墙,-1
拍拍屁股找不着人,-1
变幻不定,-1
舒服的,1
辞谢,1
改良,1
跃跃欲试,1
昌,1
瞧得上眼,1
死家伙,-1
大幸,1
暗暗,-1
不得劲,-1
可取,1
吹拍,-1
求乞,-1
才略过人,1
必需,1
失去母兽,-1
贤良,1
规章制度,-1
沉厚,1
才赋,1
行贿,-1
节节败退,-1
庄静,1
兴高采烈地,1
不直截了当的,-1
才疏学浅,-1
黛紫,1
盗窃,-1
遨游,1
屁话,-1
惨然,-1
宽纵,-1
真实,1
夸奖,1
狭窄,-1
清静,1
太过自信的,-1
着边儿,1
酬劳,1
悭,-1
猗,1
傲岸,-1
浪费时间,-1
叛逃,-1
横冲,-1
俱佳,1
发愁,-1
无可责难的,1
厚实,1
剧跳,-1
作弊,-1
慕,1
失去感觉的,-1
不无道理,1
恤,-1
怡和,1
朝思暮想,1
发挥,1
惘然,-1
便,1
人杰,1
恼,-1
叛国,-1
窥伺,-1
缠结,-1
准点,1
皎白,1
非常悲哀,-1
宏敞,1
善报,1
智能型,1
敲诈勒索,-1
媚人,1
漫不经心,-1
得天独厚,1
自相矛盾,-1
恶报,-1
无眉目,-1
性命交关,1
光芒,1
沸沸扬扬,-1
闹革命,-1
庄严,1
狂妄,-1
爱惜,1
启发想像力,1
讴颂,1
还会做什麽,-1
慰问,1
恚怒,-1
暴敌,-1
差失,-1
卓识,1
天杀,-1
旧病复发,-1
辱没,-1
技巧,1
断然,1
虫害,-1
贺电,1
生疏的,-1
有伤风化,-1
逼宫,-1
齐名,1
薄情的,-1
过剩,-1
烦死了,-1
绑架,-1
毙了你,-1
对立者,-1
无法计数的,-1
奏捷,1
滞钝,-1
白党,-1
干他,-1
呱呱叫,1
憋得慌,-1
宏大,1
过桥抽板,-1
走失,-1
苦海,-1
很好地,1
智力的,1
急拉,-1
大雨,-1
无的放矢,-1
衰亡,-1
破麻,-1
使降级品格,-1
奔放,1
刺耳的,-1
高级,1
行之有效,1
浸水而沈没,-1
不卫生,-1
虚报,-1
悲怆,-1
体罚,-1
效尤,-1
称庆,1
刚,1
闷着,-1
使病弱,-1
完了,-1
苟且偷生,-1
心慈手软,1
深省,1
匀妥,1
见机,1
使不得,-1
使变得无耻,-1
学进,1
有才能的,1
高价,-1
宽阔的,1
铿然,1
嘉尚,1
金不换,1
挥洒,1
精打细算,1
罪责,-1
编修,1
坚定不移的,1
赘言,-1
抽噎地哭,-1
灵,1
趣味相同的,1
迂执,-1
何必,-1
烂到,-1
输家,-1
酥,-1
鸷悍,-1
玉碎,1
风骚,-1
灿,1
蓁,1
艺术,1
纳罕,-1
紧急事件,-1
拔俗,1
荒野的,-1
受辱,-1
板实,1
那麽干,-1
骨鲠在喉,-1
泄气,-1
极顶,1
忍让,-1
信义,1
气吞山河,1
一目了然,1
厌恶,-1
见告,1
与..战斗,-1
走好运,1
胸无城府,-1
涌现,1
不宜的,-1
厄难,-1
糖弹,-1
敏捷,1
构陷,-1
抓紧,1
骂骂咧咧,-1
窥探,-1
愠,-1
莽苍,-1
竹篮打水,-1
保佑,1
服从的,1
腐蚀,-1
悲伤者,-1
失措,-1
聒耳,-1
调谐,1
哇靠,-1
高成本,-1
伤耗,-1
投诉,-1
喷溅出来,-1
恶质,-1
流行的,1
埋汰,-1
欢喜,1
骁将,1
诪张,-1
无人理睬的,-1
恐布,-1
来宾,1
原始,-1
蔑,-1
尖声发出,-1
智慧,1
韵味,1
不劳,-1
迟误,-1
狂想,1
酒醉,-1
有病,-1
高额,1
被闷死,-1
如兽的,-1
徒劳,-1
事半功倍,1
大吃一惊,-1
屏息静气,1
宿儒,1
强迫,-1
喜气,1
高洁,1
有顾忌的,-1
看不顺眼,-1
祝贺,1
恶声,-1
不得当,-1
无用,-1
妖里妖气,-1
可惊,-1
刚正不阿,1
乔迁,1
不为人喜,-1
凹痕,-1
凶相,-1
阻碍..的发育,-1
离间,-1
珍异,1
含义明确,1
强烈,-1
挥霍无度的,-1
安于现状,-1
允许,1
苍穹,1
黑茫茫,-1
气馁,-1
逃走,-1
机灵,1
卖不动,-1
浮夸,-1
消停,1
纲领,1
奋勇,1
气急,-1
困死,-1
押往,-1
败露,-1
遭报,-1
走油,-1
凭什麽,-1
慌乱,-1
使惊恐,-1
烂戏,-1
闹嚷嚷,-1
科盲,-1
大量的,1
绕脖子,-1
打滚,-1
大雄,1
出尔反尔,-1
灰暗,-1
不如,-1
系念,-1
当之无愧,1
浮名,-1
万恶,-1
胜过,1
亮亮堂堂,1
唱衰,-1
快手,1
漫骂,-1
变淡,-1
新雅,1
不周,-1
丑类,-1
恭,1
荒漠,-1
爱好和平的,1
经得起检验的,1
盈余,1
杰,1
活宝,-1
广阔,1
惨状,-1
不公正,-1
情有独钟,1
停止,-1
奢,-1
实用,1
放肆的,-1
慈悲的,1
敢喵我,-1
华丽,1
拿腔作势,-1
违背习俗,-1
呐喊,-1
蓓蕾,1
凶荒,-1
节俭,1
依稀,-1
翘望,1
义勇,1
随机应变,1
窠臼,-1
逼人,-1
刺儿头,-1
较好者,1
草荒,-1
伤脑筋,-1
逃之夭夭,-1
权变,1
保守,-1
心机,-1
点拨,1
刺骨,-1
健谈,1
无欲,1
零,-1
嗾使,-1
土豪,-1
抗击,1
风韵,1
够水平,1
不光明正大的,-1
熬刑,-1
逞威风的,-1
容恕,1
抵赖,-1
陷入,-1
承蒙,1
开张,1
挑大梁,1
怏怏不乐,-1
腥臭,-1
凄酸,-1
使惊慌,-1
铭感,1
耸人听闻的,-1
意愿,1
适应,1
武艺,1
晋级,1
肮脏,-1
理直气壮,1
巧妙,1
口腹蜜剑,-1
白事,-1
使紧张,-1
彷徨,-1
一力,1
脚步沈重地行走,-1
防守状态,-1
率直地,1
未完成的,-1
怠工,-1
对..采取破坏行动,-1
至深,1
创意,1
不结果实的,-1
怪诞,-1
不动摇,1
不问青红皂白,-1
风雨飘摇,-1
告负,-1
服帖,1
声势浩大,1
虔心,1
霸权,-1
恶运,-1
胜似,1
罕见,1
受穷,-1
亳不留情,-1
投井下石,-1
伸缩,1
嘲谑,-1
莫明,-1
悟性,1
可了解的,1
白白,-1
达观,1
青葱,1
空落落,-1
索然乏味,-1
格斗,-1
急性,-1
胜状,1
秘教的,-1
怂恿,-1
烟雾弥漫的,-1
毒化,-1
赞美,1
流眼泪,-1
禁止,-1
对..突然查抄,-1
欢娱,1
快刀斩乱麻,1
虎狼,-1
蛀虫,-1
健旺,1
独霸,-1
正义的,1
不对称,-1
杰出人物,1
完全丧失,-1
骂名,-1
声情并茂,1
谦恭有礼的言辞,1
精神上的打击,-1
外来的,-1
不屈服,1
不平,-1
嗜血成性,-1
合乎,1
不平整,-1
着三不着两,-1
目光炯炯,1
乐意,1
疑惧的,-1
恰如其分,1
鼓掌欢迎,1
亏待,-1
赋闲无事,-1
情操,1
猥亵的,-1
偷东西,-1
粗卤,-1
珍藏,1
昏迷,-1
彩礼,1
坦直,1
强夺,-1
落选,-1
差的,-1
傲视,-1
闹得慌,-1
模糊不清地说,-1
心神不定,-1
春秋鼎盛,1
横征暴敛,-1
太太平平,1
马虎,-1
不在乎的,-1
剧烈,-1
神经质的,-1
青天,1
不得人心的,-1
崭齐,1
恐惧,-1
结结巴巴地说话,-1
蔼如,1
不轨,-1
品性端正的,1
暗淡的,-1
乱哄哄地跑,-1
精益求精,1
敬贺,1
值得称赞,1
英灵,1
可敬的,1
充满深情,1
不正,-1
斗不过,-1
流芳千古,1
墨吏,-1
不合适的,-1
反感,-1
和乐,1
上台,-1
不上算的,-1
心胸狭隘,-1
三好,1
丧命,-1
无误,1
心安理得,1
好人,1
灰色,-1
侵凌,-1
小心眼儿,-1
要饭的,-1
刚性,1
取消,-1
追悔,-1
贤劳,1
钻牛角,-1
瘠,-1
铩羽,-1
气粗,-1
上座,1
残废的人,-1
刺客,-1
腴润,1
黑漆漆,-1
料想不到,-1
沉静,1
关押,-1
鼓吹,-1
芜鄙,-1
像哈巴狗一样,-1
适得其反,-1
一笔一划,1
使绷紧,-1
易变,-1
繁花,1
猛然地,-1
哀,-1
运筹,1
轻信的,-1
浮噪,-1
牢记,1
谫,-1
荒弃,-1
才气横溢,1
拍拍屁股走人,-1
太迟,-1
黛绿,1
得陇望蜀,-1
不幸之事,-1
骋怀,1
策动,-1
判断力,1
头,1
纹裂,-1
英风,1
珍视,1
强人,1
哲,1
暂时,-1
生财,1
解放区,1
有权力,1
容让,1
挑毛拣刺,-1
至言,1
捞一把,-1
痛骂,-1
谙练,1
精致的,1
患..病,-1
起早贪黑,1
拉帮结伙,-1
精纯,1
名节,1
逞凶,-1
抒情的,1
闲荡,-1
切中,1
气不平,-1
无可挑剔,1
在握,1
难相处的,-1
展望,1
文采,1
被扯破,-1
动荡,-1
小器,-1
难达到的,-1
贤达,1
死记硬背功课,-1
情韵,1
大权,1
俭朴,1
有利的,1
剡,1
生气,-1
眼熟,1
口头上,-1
使伤残,-1
提高,1
黝,-1
突破性,1
挑剔的,-1
最高,1
制止,-1
拼力,1
劳民伤财,-1
死爱,-1
隐伏的,-1
准确,1
刚健,1
仿制品,-1
以偏概全,-1
口蜜腹剑,-1
自以为,-1
悔过自新,1
负债,-1
省时,1
悃,1
迫切的,-1
开山,1
罅漏,-1
风操,1
变丑,-1
阴险人,-1
端庄,1
甜丝丝,1
敬祝,1
贺幛,1
入神,1
青郁,1
不灵巧,-1
不能信赖的,-1
大小便,-1
头目,-1
深通,1
屁股,-1
咆哮得使,-1
没有好脸,-1
會,1
玉人,1
超标,-1
晒焦,-1
大发雷霆,-1
不好客,-1
堂皇的,1
计较,-1
炽烈,1
杂凑,-1
涣然,1
好奇的,1
变暗淡,-1
肉墩墩,1
铁蹄,-1
解除武装,1
操守,1
绘声绘色,1
牲畜,-1
面熟,1
酣适,1
武装部队的,-1
虐,-1
射击,-1
仿造品,-1
笔耕,1
使发愁,-1
美丽,1
色厉内荏,-1
写实,1
挫伤,-1
烦死,-1
稽首,1
蠕动,-1
眉目如画,1
可尊敬的,1
焦躁,-1
丢魂,-1
敬礼,1
喋喋不休,-1
踟蹰不前,-1
刚好,1
有才智的,1
闹剧,-1
繁茂,1
好唠叨,-1
堕落的,-1
刚愎,-1
甘芳,1
发奋图强,1
详明,1
狠骂,-1
染指,-1
宽洪,1
驯顺,1
正常,1
实在的,1
大声,-1
目不识丁,-1
恩荣,1
温馨,1
妄自菲薄,-1
满脸烂肉,-1
芜劣,-1
利嘴,1
设备齐全,1
名产,1
有名无实,-1
脏污,-1
尽力睁大,-1
谦,1
精深,1
劫持,-1
哀凄,-1
哀切,-1
爱不释手,1
不堪入目,-1
包围,-1
窳劣,-1
蹦达,-1
婉顺,1
重负,-1
弄翻,-1
玄奥,1
猥琐,-1
根本,1
厚脸皮的,-1
流痞,-1
艽,-1
蛀牙,-1
不中用,-1
那麽烂,-1
拨弄,-1
秽乱,-1
没救,-1
失常,-1
在困难中,-1
推戴,1
幽幽,-1
健实,1
胆小如鼠,-1
敷衍,-1
铤而走险,-1
低水平,-1
脂肪,-1
热恋,1
伟力,1
理致,1
笨重,-1
浩博,1
冷战,-1
憎,-1
凤凰,1
中邪,-1
依附,-1
乌云,-1
攀登,1
毫不,1
奸细,-1
未发觉的,-1
邋遢女人,-1
吵扰,-1
弊害,-1
合胃口,1
得要领,1
过剩的,-1
炮灰,-1
言之无物,-1
自欺,-1
身教,1
尖嘴猴腮,-1
消耗热的,-1
快活的,1
明朗朗,1
蠢事,-1
芳,1
筹议,1
滞涩,-1
半死,-1
佻薄,-1
闹得不可开交,-1
无味,-1
敌手,-1
勇决,1
旷朗,1
弇?,-1
享有,1
凶毒,-1
马马虎虎,-1
消耗性,-1
假心假意,-1
微微的,1
资深,1
骂出来,-1
这麽烂,-1
使变得低劣,-1
歪门邪道,-1
一表非凡,1
勾魂摄魄,1
牢骚,-1
金瓯,1
多馀的,-1
放任,-1
大哭,-1
觉醒,1
能充分理解的,1
稳静,1
魁首,1
恭恭敬敬,1
抱负,1
独特的,1
变得模糊,-1
充畅,1
虚诳,-1
有意义,1
蓬茸,1
哀戚,-1
乐不可支,1
辛辛苦苦,-1
处於不利地位,-1
有财产,1
僵局,-1
关照,1
吹嘘说,-1
轻妙,1
清官,1
绷紧,-1
鲜美,1
焕然,1
厉害,-1
狂悖,-1
快感,1
残品,-1
急巴巴,-1
失足,-1
以饵引诱,-1
造成破坏,-1
陶然,1
变得有缺陷,-1
憋,-1
挂心,-1
天下大乱,-1
怨命,-1
守口如瓶,1
令人无法忍受,-1
人性,1
弥天,-1
令人惊奇,1
鼎沸,-1
伴送,1
孤行,-1
可携带,1
大为,1
坐守,-1
表面粗糙的,-1
梗直,1
贡献,1
没才华,-1
干政,-1
非常耐久,1
白搭,-1
处..以罚金,-1
美谈,1
宽舒,1
危险之源,-1
包袱,-1
不民主,-1
下流的,-1
获取,1
松,1
纵欲,-1
抗战,1
美满,1
有效性,1
平赞,1
良晤,1
苏气,1
鼠窜,-1
恶梦,-1
有点火,-1
自专,-1
无依无靠的,-1
刺激物,-1
婷婷袅袅,1
惠然,1
希珍,1
利他,1
潜踪,-1
迂拙,-1
自我本位的,-1
热气腾腾,1
答应,1
爱理不理,-1
穷苦,-1
义愤,-1
大器,1
秉正,1
脍炙人口,1
怀敌意的,-1
坏帐,-1
敬养,1
流毒,-1
相助,1
暗,-1
靠夭,-1
空想,-1
脸红耳热,-1
凶杀,-1
检举,1
恋慕,1
横加,-1
责骂,-1
诡诞,-1
不要紧,-1
景气,1
美差,1
恧,-1
杂讯,-1
卑陋,-1
典要,1
寓意深长,1
献词,1
铜墙铁壁,1
圈套,-1
善,1
雄辩,1
水莹莹,1
麻烦,-1
罪恶,-1
功劳,1
致命之物,-1
冲锋陷阵,1
宾朋,1
清美,1
无人遵守的,-1
唱酬,1
佩,1
暗流,-1
毫无办法,-1
错误地处理,-1
荏,-1
自怨,-1
心死,-1
雄风,1
密友,1
皮囊,-1
推许,1
滑溜溜,1
爱不忍释,1
首位的,1
猖獗的,-1
和,1
鼎新,1
健康,1
锺情,1
刁,-1
使逆行,-1
庇护,-1
心狠,-1
沦为乞丐,-1
左翼,1
上瘾者,-1
违悖,-1
受欢迎,1
盖了帽,1
揶揄者,-1
可统一,1
闹灾,-1
不得力的,-1
悄声,1
糟透了的,-1
牢靠,1
骗术,-1
倒毙,-1
无匹,1
漏气,-1
优於,1
心秀,1
敌国,-1
不成,-1
小小不言,-1
七零八落,-1
不适时的,-1
伤悲,-1
不肯接受,-1
抽噎,-1
舍弃,1
寄情,1
丰饶,1
核心,1
排难,1
颠沛,-1
使恐慌,-1
灵活,1
不会受伤害的,1
最後通牒,-1
晦冥,-1
打抱不平,-1
摔倒,-1
老大难,-1
抱憾终身,-1
已知,1
长存,1
逃票,-1
淳风,1
赢余,1
撒刁,-1
盘根错节,-1
飞颺,1
复杂的事物,-1
惋,-1
猪哥,-1
有权,1
清算,-1
下降,-1
悖逆,-1
紧张不安,-1
表示谢绝,-1
财大气粗,1
扯皮,-1
破坏性,-1
覆灭,-1
并驾齐驱,1
骚乱,-1
良好,1
有责任的,1
压皱,-1
腐蚀剂,-1
卑贱的,-1
秀巧,1
心力交疲,-1
有益,1
难能可贵,1
轩敞,1
悄,1
热乎,1
困乏,-1
挚切,1
忧心,-1
上钩,-1
癫狂,-1
识才,1
绵里藏针,-1
同意给予,1
动听,1
称职,1
腻歪,-1
紧张,-1
匀,1
志大才疏,-1
国泰民安,1
可实行的,1
效率,1
背离,-1
刚劲,1
委靡,-1
臭味相投,-1
硕大,-1
刑事,-1
尚未准备好的,-1
感佩,1
罢工,-1
名世,1
矫揉造作,-1
卓尔不群,1
糟烂,-1
恐怖,-1
解渴,1
起飞,1
次货,-1
掠夺行为,-1
有教育意义,1
滞背,-1
鹰犬,-1
横着的,-1
一簧两舌,-1
冶容,1
瘦削,-1
望子成龙,1
装模作样,-1
浓厚,1
直性子,1
物伤其类,-1
胡思,-1
觉悟,1
有钱,1
没劲,-1
低级庸俗的,-1
未知的,-1
端方,1
久经考验,1
辣手,-1
偏执狂,-1
舌头断掉,-1
清口,1
浅陋,-1
精,1
白饶,-1
纯厚,1
妄求,-1
抵消,-1
推却,-1
敬辞,1
怡神,1
降低,-1
尖叫着说,-1
尘世,-1
使窒息,-1
引颈企待,1
受赏,1
指引,1
差强人意,-1
华贵,1
鞍伤,-1
阿斗,-1
高贵,1
不以为然,-1
鄙俗,-1
顿生疑窦,-1
失密,-1
不更事,-1
深奥,1
干屄,-1
给你们好看,-1
道德崇高,1
奸淫,-1
花絮,1
陌生,-1
调唆,-1
打入十八层地狱,-1
推挤,-1
劣等的,-1
不畏,-1
必修,-1
剥削,-1
临时,-1
不能解救,-1
鲜,1
创收,1
跌宕,1
无效能的,-1
贫困的,-1
拜会,1
楷式,1
笃论,1
气不忿,-1
斗志,1
中山狼,-1
被俘,-1
碰运气的,-1
鸡犬不惊,1
掉魂,-1
青仓,1
宠坏,-1
多智的,1
无政府状态,-1
执傲,-1
气短,-1
支持,1
怨恨的,-1
禁闭,-1
孝顺的,1
有能力,1
有威信,1
深思的,1
天良,1
合乎逻辑的,1
淆乱,-1
敏捷的,1
钦赞,1
隐秘,-1
合拍,1
艾,1
勾引,-1
美味的,1
违反,-1
稳如泰山,1
反冲,-1
寒苦,-1
惹到你,-1
文字清顺,1
贤明的,1
浮漂,-1
无靠,-1
袅袅婷婷,1
凤毛麟角,1
佶,1
限制,-1
脱轨,-1
呆钝,-1
压倒,-1
渴望的,1
蠢头蠢脑,-1
不顾一切地,-1
多馀,-1
索,-1
败家,-1
面如死灰,-1
挑战性,1
修理,1
适时,1
异乎,-1
显着地,1
狂风大浪,-1
分泌毒液的,-1
魔法,1
有罪的,-1
不切实际的,-1
合适,1
溲,-1
正当年,1
妙龄,1
示不满,-1
傲骨,1
神圣的,1
卑琐,-1
不好吃,-1
摆好,1
谨言慎行,1
工稳,1
睦邻,1
抠门儿,-1
和软,1
含怨,-1
超擢,1
无事生非,-1
宽厚,1
不能压制的,-1
追求,1
知冷知热,1
直截了当,1
意气,1
必要,1
矮的,-1
凝神,1
温暖的,1
猫哭老鼠,-1
声誉好的,1
紧凑,1
愚蠢地说出,-1
匆忙地做,-1
至情,1
误解,-1
坚守,1
极无礼的,-1
飘飘欲仙,1
囚禁,-1
幽闲,1
损人利己,-1
灿烂的,1
全神贯注,1
暴戾恣睢,-1
寄予,1
暴烈,-1
艰难,-1
平匀,1
降低..的品格,-1
衣冠禽兽,-1
悲壮,1
贺函,1
保养,1
良好的,1
升华,1
离开,-1
非常合适的,1
惊怖,-1
东西,-1
明亮亮,1
对付,-1
敏,1
连根拔起,1
赌博,-1
徒,-1
生情,1
不易,-1
昂藏,1
价格高昂,-1
贪污的,-1
马大哈,-1
搞什麽名堂,-1
雀跃,1
中魔,-1
无污点的,1
挂记,-1
端正,1
款留,1
敝屣,-1
使蓬乱,-1
叹为观止,1
难民,-1
变模糊,-1
麻烦事,-1
伪造,-1
可信任,1
不体面,-1
洋鬼子,-1
实心眼儿,1
明决,1
流亡,-1
显扬,1
越气,-1
值价,1
心焦,-1
惨,-1
介意,-1
不会,-1
大红大紫,1
表面粗糙,-1
使枯竭,-1
要吐的,-1
被玩弄,-1
吊儿郎当的人,-1
漫,-1
鬼物,-1
走下坡,-1
凶虐,-1
倬,1
掠夺,-1
无尽,1
兴高采烈的,1
保荐,1
苦口,-1
俊杰,1
勤,1
合情合理,1
使无能为力,-1
卖假毒品给人,-1
切要,1
闲言碎语,-1
盲信,-1
自吹自擂,-1
痛哭流涕,-1
芳菲,1
昭然若揭,1
文从字顺,1
未被污染的,1
生产,1
上苍,1
宰杀,-1
甘贵,1
安定,1
干你娘老鸡麦,-1
不平衡,-1
不人道,-1
不值钱,-1
钩心斗角,-1
勘漏,-1
盲干,-1
坐监,-1
叫化子,-1
攻讦,-1
悲酸,-1
盛名,1
草率的,-1
无利益的,-1
仇怨,-1
浮艳,-1
使人疲劳,-1
健儿,1
愕然,-1
三思而后行,1
颓然,-1
獐头鼠目,-1
神通广大,1
作战,-1
无聊,-1
心粗,-1
改变改变,-1
使破产,-1
永远,1
巍然,1
不像,-1
失策,-1
烤焦,-1
死样子,-1
郁积,-1
有才智,1
凹凸不平,-1
流畅的,1
壮行,1
诱人,1
心惊肉跳,-1
悲恸,-1
压误,-1
平坦,1
童颜鹤发,1
久经世故,-1
西化,-1
装屎,-1
透明的,1
佼佼,1
肥大,-1
一巴掌,-1
逃避职责,-1
瓜田李下之嫌,-1
准确无误,1
敢死你,-1
阔步,1
污名,-1
精壮,1
点头称是,1
乐颠颠,1
强词夺理,-1
细密,1
强手,1
遗憾,-1
把细,1
贩子,-1
天年,1
理想,1
明耀,1
高深,1
悠久,1
损坏,-1
累牍连篇,-1
正经,1
坚持的,1
强暴,-1
才俊,1
伪人,-1
穷酸,-1
受挫,-1
对号,1
宏,1
狂乱地说,-1
奇怪的,-1
不大可能之事,-1
别来烦我,-1
夸张的言语,-1
疾走,-1
劳模,1
作态,-1
卑躬屈节,-1
进步,1
漂漂亮亮,1
使厌烦,-1
踏踏实实,1
大略,1
获胜的,1
悲辛,-1
倡议,1
赞许,1
娇儿,1
厉声,-1
宽畅,1
毅,1
有特色的,1
追念,1
浪子回头,1
甘居下游,-1
馋,1
静心,1
间歇,1
忡,-1
得逞,-1
称心如意,1
害处,-1
酬唱,1
天下为公,1
粗糙地,-1
登门,1
合宜,1
冷静的,1
遭灾,-1
蛇蝎,-1
主心骨,1
干你桌来,-1
舍己,1
陷落,-1
降祸,-1
唾弃,-1
低调,1
褒扬,1
恩物,1
受损失,-1
无人情味,-1
明了,1
有两手,1
倾国倾城,1
精选的,1
结伙,-1
博大精深,1
疑难,-1
创痛,-1
菲菲,1
劲拔,1
勇气,1
惴,-1
不知的,-1
诬害,-1
谬误的,-1
慨允,1
筹办,1
合意的,1
白皙,1
乱说话,-1
满得溢出,-1
怯懦,-1
逃窜,-1
被抑制状态,-1
好自为之,-1
旗帜,1
剔除,-1
不妥当的,-1
集团,-1
并世,1
自取灭亡,-1
忠诚的行为,1
古色古香,1
流行,1
一错再错,-1
造孽,-1
凿,1
侵略的,-1
斗臭,-1
多阴雨的,-1
见风转舵,-1
精醇,1
万念俱灰,-1
教化,1
怨悔,-1
愕,-1
端详,1
消失,-1
失败者,-1
